38,21,50
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,f,f,f,0,0,0,f,f,f,f,0,0,0,s,f,f,f,f,f,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,f,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,f,f,f,0,0,s,0,0,0,0,0,0,0,0,0,f,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,f,f,f,f,f,0,0,0,0,0,0,f,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,f,f,f,f,0,f,0,0,0,f,f,f,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,f,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,f,f,f,f,0,0,0,0,0,0,f,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,s,s,s,s,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,f,f,f,f,f,f,f,f,f,f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,s,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,f,0,0,0,0,0
f,f,f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,f,0,0,0,0,0
0,0,0,0,0,s,s,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,f,0,0,0,0,0
0,0,0,f,f,f,f,f,0,0,0,0,s,0,f,f,f,f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,f,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,f,f,f,f,f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,f,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,f,0,0,0,0,0,0,0,0,s,s,s,0,0,0,0,0,0,0,0,0,0,f,0,0,0,0,0
0,0,S,0,0,f,f,f,f,f,f,0,0,0,0,0,0,0,f,f,f,f,f,0,0,0,0,0,0,0,0,0,f,0,0,0,0,0
0,0,0,0,0,f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,f,f,f,0,0,0,0,0,0,0,f,0,0,0,0,E
0,0,0,0,0,f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,f,f,f,f,s,s,s,s,f,0,0,0,0,E
f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f
